epoch,critic_loss,generator_loss,gradient_penalty,critic_real,critic_fake,wasserstein_distance,best_fake_score
23,-619.9308193006013,1077.3365097848994,43.539430678518194,0.01819015804089998,-1055.3069371273643,1055.3251272854052,-116.85565262570194
24,-575.402526132684,1126.8872661389803,45.58344948166295,-84.53356359381425,-1115.770588121916,1031.2370245281018,-116.85565262570194
25,-628.6273264834755,1201.77848125257,39.5270086175517,-178.20405707108347,-1202.1014728746916,1023.897415803608,-116.85565262570194
26,-584.4470089561061,1182.1310922723067,41.99957280158996,-175.83055283395868,-1180.2732913368627,1004.442738502904,-116.85565262570194
27,-584.4135023418226,1196.209106927169,38.41952525063565,-200.8330095190751,-1169.4417676423725,968.6087581232974,-116.85565262570194
28,-508.4506578947368,1204.2842604787727,44.01049108756216,-233.2930448732878,-1181.8486138594778,948.55556898619,-116.85565262570194
29,-587.8880512438323,1230.9326374254729,36.73076444676048,-261.85221111899926,-1217.0479045667146,955.1956934477153,-116.85565262570194
30,-497.791097460295,1331.7893821314763,40.888903449711044,-420.3646460282175,-1327.0447827790913,906.6801367508738,-116.85565262570194
31,-521.0872993870786,1247.5171838057668,40.65852235994841,-301.02613613730983,-1228.698657146253,927.6725210089432,-116.85565262570194
32,-538.082203594007,1324.851380679482,36.942996712734825,-398.9831505725258,-1306.4953205309416,907.5121699584158,-116.85565262570194
33,-527.7830909327457,1253.90854010331,35.70124009533932,-350.4915824689363,-1235.2870727539062,884.7954902849699,-116.85565262570194
34,-576.141782981471,1238.823195286801,38.49961719011006,-289.5696261556525,-1250.7075844212582,961.1379582656057,-116.85565262570194
35,-463.90357160066304,1226.6894974557977,39.97784384677285,-336.1645358035439,-1199.8465483012953,863.6820124977514,-116.85565262570194
36,-471.3044568513569,1237.0833912096525,39.24424738382039,-375.97677664505807,-1239.7237050909746,863.7469284459165,-116.85565262570194
37,-502.39190272281047,1287.3033717105263,35.03211854633532,-402.9167918556615,-1255.6298815275493,852.7130896718878,-116.85565262570194
38,-505.5899055882504,1275.499212967722,35.6135859890988,-394.57837335686935,-1256.304141717208,861.7257683603386,-116.85565262570194
39,-476.2901775962428,1249.50538073088,41.17609193450526,-360.2033243681255,-1248.2544202302631,888.0510958621376,-116.85565262570194
40,-498.44053119860195,1308.3581767835115,33.76492050195995,-469.2361567045513,-1305.3258940044202,836.0897372998688,-116.85565262570194
41,-474.0035381116365,1326.33870624743,38.31941062149249,-460.91655662938166,-1318.1141942074423,857.1976375780607,-116.85565262570194
42,-499.911852304559,1206.5692569130345,36.10707958999433,-356.6591792056435,-1217.6418315686678,860.9826523630243,-116.85565262570194
43,-427.68590087890624,1231.1229399028578,39.25452027446345,-411.9441022772538,-1232.1752035040604,820.2311012268066,-116.85565262570194
44,-495.79104184602437,1280.6611928839432,30.21411778299432,-481.9726507287276,-1279.9048709267065,797.932220197979,-116.85565262570194
45,-414.8610926577919,1347.3795368395354,40.77359392266524,-521.0191885897988,-1343.6162192896793,822.5970306998805,-116.85565262570194
46,-467.20593342028167,1260.6543453818874,37.280235683918,-384.18493196587815,-1224.1932236520868,840.0082916862086,-116.85565262570194
47,-474.32724440725224,1229.4611832468133,31.06344262675235,-410.0209649136192,-1194.9826387104235,784.9616737968043,-116.85565262570194
48,-441.6730272795025,1228.2099708958676,36.29103086873105,-388.5034388391595,-1193.086774324116,804.5833354849565,-116.85565262570194
49,-444.51109065005653,1247.233057604338,36.40373499017013,-413.42263420506526,-1221.9710747969777,808.5484405919125,-116.85565262570194
50,-434.3308299014443,1252.965461168791,33.436449864036156,-481.8246299743652,-1250.5199584960938,768.6953285217285,-116.85565262570194
51,-496.2453508075915,1261.8686372455797,34.36910406037381,-410.0934551439787,-1250.029847476357,839.9363923323783,-116.85565262570194
52,-419.1966743469238,1281.8578606856497,40.05035414570256,-440.869699739155,-1260.5699148077713,819.7002150686162,-116.85565262570194
53,-457.69526306955436,1187.9139182642887,35.99108149754374,-379.26575775146483,-1196.871835809005,817.6060780575401,-116.85565262570194
54,-455.23241705643505,1165.4629829808284,33.54236065212049,-354.5583805686549,-1145.2144046181127,790.6560240494578,-116.85565262570194
55,-447.7753857261256,1218.780865157278,33.284772871042556,-394.10185990584523,-1174.7249762284127,780.6231163225675,-116.85565262570194
56,-387.23104151675574,1252.2959838867187,40.68947866778625,-401.4454562337775,-1195.5712868138364,794.1258305800588,-116.85565262570194
57,-446.06245647229645,1273.8665482370477,33.21043269822472,-468.0325681084081,-1246.1993514211554,778.1667833127473,-116.85565262570194
58,-437.5296172694156,1233.2393520957546,33.12613608460677,-431.15512147200735,-1199.946103226511,768.7909817545037,-116.85565262570194
59,-471.0425094604492,1166.5194612201892,27.700636413222863,-403.1664700558311,-1151.215345523232,748.0488754674009,-116.85565262570194
60,-421.7805948357833,1209.8893763491983,36.0423497952913,-429.600444613005,-1211.8045394094368,782.2040947964317,-116.85565262570194
61,-411.54959925601355,1243.200102474815,35.541751867846436,-450.99000938817073,-1217.9571256938734,766.9671163057027,-116.85565262570194
62,-450.49594517758015,1345.0667753520765,29.515199897163793,-576.858379725406,-1322.5063232421876,745.6479435167815,-116.85565262570194
63,-474.57085328353077,1317.7596483732525,30.168450839268534,-532.0701503151341,-1308.32551301655,776.255362701416,-116.85565262570194
64,-406.9052313955207,1243.747204268606,33.74924443458256,-469.05298004150393,-1213.4506530761719,744.397673034668,-116.85565262570194
65,-436.38909892032024,1301.1795500102796,37.34167202271913,-471.46830837852076,-1281.2741252698397,809.805816891319,-116.85565262570194
66,-438.77057687859786,1367.4822869551808,31.36083286812431,-603.6529771302876,-1356.0318841231497,752.3789069928621,-116.85565262570194
67,-387.8948945296438,1227.252877004523,37.878909698285554,-437.61878722341436,-1204.3027788664165,766.6839916430022,-116.85565262570194
68,-468.1934873078999,1320.5400766473067,27.762026642498217,-546.7909431859067,-1292.6046961734169,745.8137529875102,-116.85565262570194
69,-458.19873512669614,1386.2299746864721,28.96508245593623,-597.6079931961863,-1345.457551976254,747.8495587800678,-116.85565262570194
70,-465.3644994233784,1245.0882770739104,31.00164322225671,-471.78759012724225,-1247.1685199938322,775.3809298665899,-116.85565262570194
71,-404.77433070132605,1215.9412522165399,35.9027443227015,-425.43319730256735,-1189.2349708958675,763.8017735933001,-116.85565262570194
72,-464.9272973311575,1186.4759145636308,29.98386094068226,-409.5983663458573,-1174.3642729106703,764.7659065648129,-116.85565262570194
73,-407.02536111128956,1230.800294896176,33.59186374764693,-503.11480421768994,-1246.0588044819078,742.944000264218,-116.85565262570194
74,-427.42699163336505,1279.3355584395558,33.3557012614451,-468.1040471127159,-1229.088053331877,760.9840062191612,-116.85565262570194
75,-456.68035019322446,1366.2942112972862,30.03036364881616,-595.6454157678704,-1352.6294003135279,756.9839845456574,-116.85565262570194
76,-397.8385707252904,1282.2059400056537,38.74714496825871,-474.1942243074116,-1259.5042416221218,785.3100173147102,-116.85565262570194
77,-419.22191284581237,1206.2588356419612,34.031625329820734,-436.813831570274,-1196.351993279708,759.538161709434,-116.85565262570194
78,-447.98472332201504,1193.6037954230057,30.70961285453094,-418.37009096647563,-1173.450946044922,755.0808550784463,-116.85565262570194
79,-413.0975457040887,1259.2424868935034,34.17350830278899,-481.19286378559315,-1236.0254889237253,754.8326251381322,-116.85565262570194
80,-387.2932078311318,1261.3555016768605,35.224839337248554,-520.7907251458419,-1260.33232694927,739.5416018034282,-116.85565262570194
81,-416.083490311472,1234.7020266884251,32.71221490910179,-487.6843828703228,-1230.8900252492804,743.2056423789576,-116.85565262570194
82,-430.87353993466024,1233.2547968814247,30.232961230528982,-502.36248221146434,-1235.565637528269,733.2031553168047,-116.85565262570194
83,-412.1333316200658,1222.7554167094984,34.983112898625826,-432.80669314735815,-1194.7711528577302,761.964459710372,-116.85565262570194
84,-434.78309318140936,1302.244851845189,33.45486031707964,-516.4720192055953,-1285.803714792352,769.3316955867566,-116.85565262570194
85,-439.84187128167406,1377.0684965434828,34.58337922096253,-562.4281971780878,-1348.1038648103413,785.6756676322535,-116.85565262570194
86,-403.8070985492907,1260.9253707082648,37.07827543522182,-510.8991934726113,-1285.4890429045024,774.5898494318911,-116.85565262570194
87,-452.83685053775184,1222.402436587685,29.792282657874257,-455.88685917101407,-1206.6465364155017,750.7596772444876,-116.85565262570194
88,-433.067870812667,1260.460518284848,30.809708246431853,-520.0196585203472,-1261.1846088610198,741.1649503406726,-116.85565262570194
89,-460.2179750944439,1238.324177631579,28.351238845524033,-466.25390548706054,-1209.9842679475482,743.7303624604876,-116.85565262570194
90,-416.42593313518324,1321.09408697831,32.60536148799093,-578.3207652443334,-1320.8003099943462,742.4795447500128,-116.85565262570194
91,-388.68056034288907,1335.2047886898642,33.55236041294901,-593.0042739466617,-1317.2084352192126,724.2041612725509,-116.85565262570194
92,-425.08048846596165,1316.3712601511102,30.77312924610941,-551.8169578150699,-1284.6287369577508,732.8117791426808,-116.85565262570194
93,-403.4972377375553,1266.7912649054276,35.24716378764102,-502.2300466437089,-1258.1989187140214,755.9688720703125,-116.85565262570194
94,-432.8943590465345,1290.0780565763775,28.75548698023746,-554.9714391407214,-1275.4206701981393,720.4492310574179,-116.85565262570194
95,-406.7971529508892,1288.6990883275082,31.12120199705425,-557.1264760469136,-1275.1356487073397,718.0091726604261,-116.85565262570194
96,-392.4413763347425,1268.7172594572369,33.36740954047755,-561.682242383455,-1287.7977143940172,726.1154720105623,-116.85565262570194
97,-430.2830600939299,1299.7889757658306,33.399643605633784,-516.212095079924,-1280.491590961657,764.279495881733,-116.85565262570194
98,-390.7484782570287,1373.8890024285568,37.05956071426994,-580.2036724692897,-1341.5477561549137,761.344083685624,-116.85565262570194
99,-439.6278619866622,1274.2542824193051,30.092949291279442,-540.3577039216694,-1280.915057373047,740.5573534513775,-116.85565262570194
100,-410.8684170773155,1268.8605134662828,32.09589211313348,-499.4891955325478,-1231.316533620734,731.8273380881861,-116.85565262570194
101,-411.03066281770407,1312.5613172029193,31.56257921394549,-574.2957730745014,-1300.9522271407277,726.6564540662263,-116.85565262570194
102,-462.3791676973042,1253.7937188399465,29.845385246527822,-486.4507762708162,-1247.2837970934415,760.8330208226253,-116.85565262570194
103,-431.52317836159153,1246.4401921322471,27.2466278189107,-532.8281959935239,-1236.8176526521381,703.9894566586142,-116.85565262570194
104,-465.19126341970343,1224.163474635074,24.021920608219347,-494.37606371829384,-1199.7865343595806,705.4104706412868,-116.85565262570194
105,-421.397242034109,1239.27489270662,27.97833429888675,-518.7634245621531,-1219.9440098812706,701.1805853191175,-116.85565262570194
106,-420.2144396731728,1255.2697612561678,30.45750306907453,-500.7338492945621,-1225.5233212119654,724.7894719174033,-116.85565262570194
107,-426.0142752396433,1246.185398463199,28.100613284111024,-524.0951654333817,-1231.1155736019737,707.020408168592,-116.85565262570194
108,-384.12171149002876,1273.9052368164062,28.901033416547275,-603.1106929377505,-1276.2427390650698,673.1320461273193,-116.85565262570194
109,-370.96062686317845,1311.6021506861637,35.29246427542285,-557.2667843567698,-1281.1520549573397,723.8852706005699,-116.85565262570194
110,-370.9259749964664,1257.0058982447574,31.822909677656074,-544.7902334514417,-1233.9453067177221,689.1550732662804,-116.85565262570194
111,-393.4896640576814,1297.068908048931,30.70381630470878,-574.0464846761603,-1274.574313515111,700.5278288389508,-116.85565262570194
112,-403.05942896792766,1294.4804941277755,30.392719539843107,-563.4146862030029,-1270.4013103284333,706.9866241254304,-116.85565262570194
113,-371.76330490112304,1240.9087579024465,32.25342122692811,-517.7202881662469,-1212.01780507941,694.2975169131631,-116.85565262570194
114,-413.6363869114926,1116.6185611122532,30.316418406524157,-395.04477615356444,-1111.8453452662418,716.8005691126773,-116.85565262570194
115,-371.7683966787238,1182.7204737613076,31.857598386312787,-461.58030965704666,-1151.924691611842,690.3443819547954,-116.85565262570194
116,-373.24423912449885,1209.104890522204,33.43263756538692,-469.5262656362433,-1177.0968801398026,707.5706145035592,-116.85565262570194
117,-405.6837190929212,1190.3071639211555,27.75259443207791,-495.8441307870965,-1179.0537944592927,683.2096636721963,-116.85565262570194
118,-425.759419290643,1240.4353213661595,32.078582670814114,-468.0056356731214,-1214.550880833676,746.5452451605547,-116.85565262570194
119,-400.75176985891244,1232.2849821391858,33.23332693074879,-471.83965530395506,-1204.924696430407,733.085041126452,-116.85565262570194
120,-381.9836168389571,1240.515625963713,29.272586537662306,-541.89903959977,-1216.6085217927632,674.7094821929932,-116.85565262570194
121,-401.8062408848813,1254.3447683233965,28.407342001011497,-527.3499324999358,-1213.2295895225122,685.8796570225765,-116.85565262570194
122,-398.86764116789163,1282.4988885176808,28.310330475004097,-594.410231620387,-1276.3811783640008,681.9709467436138,-116.85565262570194
123,-432.4305002312911,1287.379576351768,26.61581007179461,-530.3816724877609,-1228.9702736302427,698.5886011424818,-116.85565262570194
124,-406.6396600020559,1157.5011917917352,33.25339798550857,-433.46641949101496,-1172.6400609066611,739.1736414156462,-116.85565262570194
125,-411.04222620913856,1279.77708515368,28.50504957500257,-538.6681388051886,-1234.7608613666735,696.0927225614848,-116.85565262570194
126,-411.62074520713406,1262.732177734375,28.85933054371884,-554.7866169578151,-1255.0006668893914,700.2140499315763,-116.85565262570194
127,-400.7732356824373,1309.4523103412828,27.65797989117472,-606.6251212270637,-1283.9781558388158,677.3530346117522,-116.85565262570194
128,-366.9258200796027,1219.0368315044202,30.43665706107491,-534.1937440972579,-1205.486138594778,671.29239449752,-116.85565262570194
129,-388.8694243983219,1263.6776203356292,31.040011933602784,-563.2829169423957,-1262.55246068051,699.2695437381143,-116.85565262570194
130,-415.41778578507274,1225.240623072574,28.17698104632528,-507.48074613872325,-1204.6683429918792,697.1875968531559,-116.85565262570194
131,-392.4796122099224,1212.1368083753084,28.263646705527055,-543.3394084729647,-1218.4554886667352,675.1160801937705,-116.85565262570194
132,-364.1647917898078,1265.6098494680305,33.96663563502462,-565.6714479546798,-1269.502596564042,703.8311486093622,-116.85565262570194
133,-266.9165017579731,1342.3348131681744,37.92751005448793,-688.0825177443655,-1334.274125912315,646.1916081679494,-116.85565262570194
134,-348.49373102690043,1273.3021776701275,29.876624741052325,-570.5299784610146,-1217.7899574681333,647.2599790071187,-116.85565262570194
135,-403.67407640155994,1319.5335462068256,29.27880819220292,-586.7702380732486,-1283.232399067126,696.4621609938773,-116.85565262570194
136,-387.32415422138416,1329.7823746530632,30.410802792247974,-620.7362272162186,-1312.1684107730264,691.4321835568078,-116.85565262570194
137,-386.3864946064196,1343.7577726665297,29.282890183047243,-620.0402222884329,-1299.255621980366,679.215399691933,-116.85565262570194
138,-465.14480900011563,1344.5104228772616,25.032884346183977,-616.0162398488898,-1331.489891614412,715.4736517655223,-116.85565262570194
139,-446.9798055548417,1292.7782155890213,26.272114835287397,-590.9480035882248,-1300.6489614386307,709.700957850406,-116.85565262570194
140,-368.9021767867239,1332.8006742778578,32.50624341776496,-638.7327767623099,-1332.6973905864515,693.9646138241417,-116.85565262570194
141,-340.6366901196931,1366.2310007195724,32.45338411331177,-659.3078724509792,-1324.4784031918175,665.1705307408383,-116.85565262570194
142,-385.82633221274926,1338.4693648488899,28.04779797415984,-650.3542400560881,-1316.6585503829153,666.3043103268272,-116.85565262570194
143,-404.16757182071086,1374.5758323267887,29.040914125191538,-668.0056577582109,-1362.582374010588,694.5767162523771,-116.85565262570194
144,-390.4699187830875,1313.5277751721833,29.202449305433976,-594.4867650082236,-1276.9811777215255,682.4944127133018,-116.85565262570194
145,-434.95069660387543,1286.9643863075657,26.8671103151221,-589.8788246556333,-1293.5006248072575,703.6218001516243,-116.85565262570194
146,-368.00522288272253,1315.7490979646382,31.5298546151111,-625.7466414200633,-1309.050412469161,683.3037710490978,-116.85565262570194
147,-428.6377342625668,1305.6589024593954,28.584791695444206,-576.5160004465204,-1291.0016546952097,714.4856542486893,-116.85565262570194
148,-420.30295911086233,1301.0254587273848,26.20474831806986,-624.9076085140831,-1307.2580502158717,682.3504417017886,-116.85565262570194
149,-402.31536307083934,1320.3903011924342,26.227809115460044,-658.1041692231831,-1322.6976225200453,664.5934532968622,-116.85565262570194
150,-371.57973046553764,1298.7220002826891,29.461817521797983,-614.2109418768632,-1280.4088472065173,666.1979053296541,-116.85565262570194
